Date,Leads (Dino),Leads (Olivia),Leads (Tyson),Spent,Rev (Olivia),Rev (Dino),Rev (Tyson),Actual Cost,TFN Cost,Total Rev,Tyson,Berry
7 August,2,4,19,1193,32,16,152,799.31,30,170,-466.655,-362.655
